"","nbhd_name","AI_has_nature_anycost","AI_has_nature_lowcost","AI_has_nature_free","AI_has_sports_anycost","AI_has_sports_lowcost","AI_has_sports_free","AI_art_anycost","AI_art_lowcost","AI_art_free","AI_academic_anycost","AI_academic_lowcost","AI_academic_free","AI_overall","AI_overall_free"
"69","Virginia Village",63.2043052925062,74.8108355189023,85.1101745762797,66.8440448250403,68.6539028209956,35.7585640742463,67.3611010114048,53.3289550284619,27.5993797512525,68.5484630873199,52.1766710355311,27.5993797512525,66.4894785540678,44.0168745382577
"70","Washington Park",57.3815515714026,72.6544156929114,87.0473476242691,60.5441498929333,68.1748948367133,44.362124546317,72.6557615172927,62.7064828932648,39.8858615511826,73.564084735703,59.6353276223684,39.8858615511826,66.0363869293329,52.7952988182378
"71","Washington Park West",56.9468447452274,73.4202002382435,87.8974691678855,57.9276674237117,71.230947937365,62.6160450508771,74.7811121684118,68.8606827937245,47.122068115578,75.2246809289548,63.5951064403894,47.122068115578,66.2200763165764,61.1894126124797
"72","Washington Virginia Vale",70.905622578743,77.7003628722883,77.9886542459023,74.297534005142,63.2863668104823,26.7108083714183,70.0939622944513,51.8381632223609,23.2044843931722,70.9767376773979,51.5004133194956,23.2044843931722,71.5684641389335,37.7771078509163
"73","Wellshire",40.5362471233457,51.4413962664745,88.2516644164642,54.3972755036076,87.5812885338101,33.973933703918,50.1945289868707,43.6151025035803,26.8525890199992,53.8044016653073,42.0628675222495,26.8525890199992,49.7331133197829,43.9826940400951
"74","West Colfax",49.0271046147003,71.6710149066788,78.3968737980688,47.2934133000198,64.0524423037302,70.1190625488835,67.4943098683529,68.5015610472882,49.5046681634326,68.4624007160031,67.7391381295198,49.5046681634326,58.069307124769,61.8813181684544
"75","West Highland",43.0485555437244,67.4884532428841,74.3202349997549,45.1052636566424,67.2510351268006,47.9040294769317,58.3169682825565,61.9268302887938,37.8236258366584,59.1384732221921,61.5921388291925,37.8236258366584,51.4023151762788,49.4678790375009
"76","Westwood",41.391858315837,60.0998555145554,72.9514310347463,37.5299747164845,47.5779244106211,49.6565126628174,51.7294402765613,50.9299156395429,37.4248838638986,53.0657490351309,49.9661077242046,37.4248838638986,45.9292555860034,49.3644278563403
"77","Whittier",44.2881496819911,73.3904343337092,65.7278378668234,56.3628236900215,78.8339717396419,26.1171958520831,58.747335228261,64.1623277614591,34.8245760758331,58.1871572549634,64.1988844703161,34.8245760758331,54.3963664638092,40.3735464676432
"78","Windsor",47.745331721753,57.6321390559842,75.8773230888384,53.353212464699,52.8556559739925,18.8655124244784,48.2134882190162,39.0977545436845,17.9936668552797,49.2911943145361,38.9275455610361,17.9936668552797,49.6508066800011,32.682542305969
