"","X","Id","Id2","Geography","TTL_population","Male","Female","Total","Age_Less_5","Age_5_to_9","Age_10_to_14","Age_15_to_17","Age_Less_18","Age_0_to_9","Age_10_to_19","Age_20_to_29","Age_30_to_39","Age_40_to_49","Age_50_to_59","Age_60_to_69","Age_70_to_79","Age_80_and_over","PCT_Less_18","White","Black","AmericanIndian","Asian","PacificIslanders","OtherRaces","Two.or.more.races","PCT_White","PCT_African","PCT_AmericanIndian","PCT_Asian","PCT_PacificIslander","PCT_OtherRaces","PCT_Two.or.more.races","Hispanic","PCT_Hispanic","TTPOP_25PLUS_EDU","LESS_THAN_HS_DIPLOMA","HSGREAD_OR_EQUIV_EDU","SOMECOLLEGE_OR_AA_EDU","BACHELORS_OR_HIGHER_EDU","Median_HH_income","Native","PCT_Housing_rent","PCT_Vehicle_none","PCT_Vehicle_own","TTPOP_18PLUS_LNG","LNG_English","LNG_Spanish","LNG_Spanish_English_bad","LNG_IndoEuropean","LNG_IndoEuropean_English_bad","LNG_AsianPacific","LNG_AsianPacific_English_bad","LNG_Others","LNG_Others_English_bad","TTL_HH_Children_under_18","Poverty_HH","Poverty_PCT_HH","MarriedCouple_HH","SingleDad_HH","SingleMom_HH","PCT_MarriedCouple_HH","PCT_SingleDad_HH","PCT_SingleMom_HH"
"43",43,"1500000US080310005025",80310005025,"Block Group 5, Census Tract 5.02, Denver County, Colorado",54,534,529,1063,30,56,21,23,130,86,100,84,348,183,157,43,0,62,12.2295390404516,791,0,29,31,0,147,130,74.412041392286,0,2.72812793979304,2.91627469426152,0,13.8287864534337,12.2295390404516,352,651.851851851852,821,53,110,108,550,"73864",962,29.6078431372549,6.66666666666667,93.3333333333333,933,727,192,0,14,0,230,86,0,0,83,0,0,48,0,35,57.8313253012048,0,42.1686746987952
"44",44,"1500000US080310006001",80310006001,"Block Group 1, Census Tract 6, Denver County, Colorado",113,677,711,1388,56,22,27,12,117,78,39,451,499,147,87,50,37,0,8.42939481268012,1243,42,0,15,0,78,20,89.5533141210375,3.02593659942363,0,1.0806916426513,0,5.61959654178674,1.44092219020173,395,349.557522123894,1209,138,131,253,687,"67550",1177,72.5343320848939,14.481897627965,85.518102372035,1271,1040,212,19,0,0,151,179,19,0,80,14,17.5,67,13,0,83.75,16.25,0
"45",45,"1500000US080310006002",80310006002,"Block Group 2, Census Tract 6, Denver County, Colorado",115,912,948,1860,121,107,36,43,307,228,102,519,660,140,117,48,21,25,16.505376344086,1524,0,25,74,0,206,62,81.9354838709677,0,1.34408602150538,3.97849462365591,0,11.0752688172043,3.33333333333333,1065,926.086956521739,1440,505,250,136,549,"42060",1236,81.3361611876988,16.7550371155885,83.2449628844114,1553,779,663,12,74,25,217,488,45,0,186,94,50.5376344086022,79,48,59,42.4731182795699,25.8064516129032,31.7204301075269
"46",46,"1500000US080310007011",80310007011,"Block Group 1, Census Tract 7.01, Denver County, Colorado",112,818,860,1678,63,56,30,47,196,119,103,220,302,108,168,138,311,209,11.6805721096544,1372,92,41,25,0,115,66,81.7640047675805,5.48271752085816,2.44338498212157,1.48986889153754,0,6.85339690107271,3.93325387365912,768,685.714285714286,1398,371,279,353,395,"23825",1472,81.8363273453094,24.8502994011976,75.1497005988024,1482,1151,261,55,15,0,644,599,117,34,156,54,34.6153846153846,83,19,54,53.2051282051282,12.1794871794872,34.6153846153846
"47",47,"1500000US080310007012",80310007012,"Block Group 2, Census Tract 7.01, Denver County, Colorado",75,481,647,1128,75,86,56,0,217,161,58,268,304,192,49,93,0,3,19.2375886524823,699,56,0,0,0,287,172,61.968085106383,4.9645390070922,0,0,0,25.4432624113475,15.2482269503546,487,649.333333333333,774,206,66,221,281,"64391",945,57.1801566579634,0,100,911,567,344,0,0,0,299,81,31,0,100,0,0,61,39,0,61,39,0
"48",48,"1500000US080310007013",80310007013,"Block Group 3, Census Tract 7.01, Denver County, Colorado",103,872,673,1545,102,138,49,17,306,240,66,237,316,229,238,126,68,25,19.8058252427184,1149,166,71,0,0,91,136,74.368932038835,10.7443365695793,4.59546925566343,0,0,5.88996763754045,8.80258899676375,873,847.57281553398,1149,372,290,276,211,"19267",1430,78.6535303776683,54.8440065681445,45.1559934318555,1239,903,321,6,0,9,364,114,25,6,189,104,55.026455026455,69,13,107,36.5079365079365,6.87830687830688,56.6137566137566
"49",49,"1500000US080310007021",80310007021,"Block Group 1, Census Tract 7.02, Denver County, Colorado",58,414,487,901,71,23,102,0,196,94,107,329,197,19,43,42,54,16,21.7536071032186,631,139,12,10,0,54,110,70.0332963374029,15.4273029966704,1.33185349611543,1.10987791342952,0,5.99334073251942,12.2086570477247,446,768.965517241379,557,128,204,20,205,"44444",667,57.4675324675325,16.8831168831169,83.1168831168831,705,375,236,18,0,76,218,46,65,9,135,45,33.3333333333333,90,45,0,66.6666666666667,33.3333333333333,0
"50",50,"1500000US080310007022",80310007022,"Block Group 2, Census Tract 7.02, Denver County, Colorado",95,659,913,1572,181,31,68,28,308,212,204,497,276,193,132,41,17,0,19.5928753180662,1271,54,25,51,0,93,156,80.852417302799,3.43511450381679,1.59033078880407,3.24427480916031,0,5.91603053435114,9.9236641221374,893,940,976,250,225,332,169,"33575",1204,90.4923599320883,15.4499151103565,84.5500848896435,1264,849,389,0,26,0,202,221,14,0,147,92,62.5850340136054,67,46,34,45.578231292517,31.2925170068027,23.1292517006803
"51",51,"1500000US080310007023",80310007023,"Block Group 3, Census Tract 7.02, Denver County, Colorado",68,768,710,1478,355,164,67,87,673,519,203,148,223,153,153,48,26,5,45.5345060893099,797,582,17,38,0,18,52,53.9242219215156,39.3775372124493,1.15020297699594,2.57104194857916,0,1.21786197564276,3.51826792963464,596,876.470588235294,674,265,184,144,81,"9646",1010,94.2652329749104,48.0286738351254,51.9713261648746,805,504,151,0,56,94,151,94,5,0,279,253,90.6810035842294,49,13,217,17.5627240143369,4.6594982078853,77.7777777777778
"52",52,"1500000US080310007024",80310007024,"Block Group 4, Census Tract 7.02, Denver County, Colorado",53,366,218,584,25,27,0,0,52,52,0,73,147,65,70,77,100,0,8.9041095890411,484,0,8,0,0,56,72,82.8767123287671,0,1.36986301369863,0,0,9.58904109589041,12.3287671232877,165,311.320754716981,488,77,66,110,235,"63125",567,31.4159292035398,7.9646017699115,92.0353982300885,532,409,115,0,0,8,151,88,50,0,38,0,0,22,0,16,57.8947368421053,0,42.1052631578947
"53",53,"1500000US080310007025",80310007025,"Block Group 5, Census Tract 7.02, Denver County, Colorado",46,256,337,593,26,13,74,16,129,39,90,77,90,90,88,68,22,29,21.7537942664418,421,0,0,25,12,87,96,70.9949409780776,0,0,4.21585160202361,2.02360876897133,14.6711635750422,16.1888701517707,189,410.869565217391,419,116,116,59,128,"61923",554,55.7142857142857,23.3333333333333,76.6666666666667,464,299,101,18,46,0,158,52,21,5,76,0,0,44,0,32,57.8947368421053,0,42.1052631578947
"54",54,"1500000US080310008001",80310008001,"Block Group 1, Census Tract 8, Denver County, Colorado",164,743,698,1441,340,197,174,82,793,537,338,156,137,90,37,109,2,35,55.0312283136711,712,468,34,95,0,99,66,49.4101318528799,32.4774462179042,2.35947258848022,6.59264399722415,0,6.87022900763359,4.58015267175572,686,418.292682926829,520,245,137,122,16,"9578",1151,91.5032679738562,42.7015250544662,57.2984749455338,648,322,148,19,88,71,223,86,15,13,273,213,78.021978021978,48,0,225,17.5824175824176,0,82.4175824175824
"55",55,"1500000US080310009021",80310009021,"Block Group 1, Census Tract 9.02, Denver County, Colorado",43,313,227,540,40,58,9,12,119,98,27,75,122,66,103,41,8,0,22.037037037037,317,0,182,8,0,24,18,58.7037037037037,0,33.7037037037037,1.48148148148148,0,4.44444444444444,3.33333333333333,389,904.651162790698,369,176,103,30,60,"64306",356,25.503355704698,0,100,421,161,241,8,0,11,234,43,13,0,54,0,0,43,0,11,79.6296296296296,0,20.3703703703704
"56",56,"1500000US080310009022",80310009022,"Block Group 2, Census Tract 9.02, Denver County, Colorado",62,754,363,1117,111,72,52,84,319,183,140,220,209,131,101,109,10,14,28.5586392121755,993,50,11,31,0,0,64,88.898836168308,4.4762757385855,0.984780662488809,2.77529095792301,0,0,5.72963294538944,807,1301.61290322581,663,264,228,57,114,"56146",593,70.1107011070111,5.90405904059041,94.0959409594096,798,389,387,0,22,0,261,135,36,0,117,0,0,93,0,24,79.4871794871795,0,20.5128205128205
"57",57,"1500000US080310009023",80310009023,"Block Group 3, Census Tract 9.02, Denver County, Colorado",72,508,679,1187,84,78,89,76,327,162,165,111,164,132,194,125,111,23,27.5484414490312,933,33,18,122,0,35,92,78.6015164279697,2.78011794439764,1.51642796967144,10.2780117944398,0,2.9486099410278,7.75063184498736,731,1015.27777777778,811,245,322,164,80,"36767",883,43.6058700209644,2.51572327044025,97.4842767295598,860,493,295,0,72,0,374,235,45,0,148,50,33.7837837837838,32,20,96,21.6216216216216,13.5135135135135,64.8648648648649
"58",58,"1500000US080310009024",80310009024,"Block Group 4, Census Tract 9.02, Denver County, Colorado",124,1021,809,1830,188,82,129,134,533,270,358,347,238,267,102,176,49,23,29.1256830601093,1636,37,0,7,0,123,54,89.3989071038251,2.02185792349727,0,0.382513661202186,0,6.72131147540984,2.95081967213115,1485,1197.58064516129,1016,299,294,159,264,"71250",1404,23.6786469344609,0,100,1297,577,683,0,7,30,704,203,33,0,239,35,14.6443514644351,141,24,74,58.9958158995816,10.0418410041841,30.9623430962343
"59",59,"1500000US080310009025",80310009025,"Block Group 5, Census Tract 9.02, Denver County, Colorado",104,767,807,1574,71,88,73,80,312,159,160,254,231,196,165,245,62,102,19.8221092757306,1389,55,56,18,0,56,0,88.2465057179161,3.49428208386277,3.55781448538755,1.143583227446,0,3.55781448538755,0,1193,1147.11538461538,1064,435,239,267,123,"48450",1089,22.3529411764706,0,100,1262,506,738,0,18,0,762,196,80,0,183,108,59.0163934426229,69,56,58,37.7049180327869,30.6010928961749,31.6939890710383
"60",60,"1500000US080310009031",80310009031,"Block Group 1, Census Tract 9.03, Denver County, Colorado",99,788,710,1498,145,86,83,77,391,231,221,254,261,141,206,127,35,22,26.1014686248331,1387,0,24,0,0,77,20,92.5901201602136,0,1.60213618157543,0,0,5.14018691588785,1.33511348464619,974,983.838383838384,909,345,274,125,165,"44583",1104,53.0892448512586,5.03432494279176,94.9656750572082,1107,547,554,6,0,0,347,287,31,6,184,103,55.9782608695652,80,0,104,43.4782608695652,0,56.5217391304348
"61",61,"1500000US080310009032",80310009032,"Block Group 2, Census Tract 9.03, Denver County, Colorado",84,562,770,1332,132,153,137,89,511,285,286,145,230,123,196,31,4,32,38.3633633633634,1293,0,0,0,0,39,0,97.0720720720721,0,0,0,0,2.92792792792793,0,1165,1386.90476190476,682,250,229,160,43,"31121",910,54.9222797927461,11.3989637305699,88.6010362694301,821,302,519,0,0,0,386,207,10,0,217,41,18.8940092165899,154,0,63,70.9677419354839,0,29.0322580645161
"62",62,"1500000US080310009033",80310009033,"Block Group 3, Census Tract 9.03, Denver County, Colorado",74,592,514,1106,71,80,94,64,309,151,158,244,127,114,195,42,75,0,27.9385171790235,1007,29,17,0,0,43,20,91.0488245931284,2.62206148282098,1.5370705244123,0,0,3.8878842676311,1.80831826401447,734,991.891891891892,637,280,148,168,41,"55150",843,49.1017964071856,4.79041916167665,95.2095808383233,797,352,438,7,0,0,456,200,15,0,150,7,4.66666666666667,118,8,24,78.6666666666667,5.33333333333333,16
"63",63,"1500000US080310009034",80310009034,"Block Group 4, Census Tract 9.03, Denver County, Colorado",121,771,990,1761,65,164,323,87,639,229,498,130,387,176,113,56,110,62,36.2862010221465,1596,4,23,0,0,128,20,90.6303236797274,0.227143668370244,1.3060760931289,0,0,7.26859738784781,1.13571834185122,1426,1178.51239669421,962,300,348,246,68,"37000",1350,45.0396825396825,4.36507936507936,95.6349206349206,1122,440,666,0,0,16,611,330,64,0,319,135,42.3197492163009,111,56,152,34.7962382445141,17.5548589341693,47.6489028213166
"64",64,"1500000US080310009035",80310009035,"Block Group 5, Census Tract 9.03, Denver County, Colorado",59,392,364,756,23,0,22,52,97,23,117,173,75,136,136,62,0,34,12.8306878306878,649,0,19,0,0,33,110,85.8465608465608,0,2.51322751322751,0,0,4.36507936507936,14.5502645502645,545,923.728813559322,532,154,173,122,83,"50313",522,20.0757575757576,4.54545454545455,95.4545454545455,659,364,270,25,0,0,253,141,21,10,67,18,26.865671641791,49,0,18,73.134328358209,0,26.865671641791
"65",65,"1500000US080310009041",80310009041,"Block Group 1, Census Tract 9.04, Denver County, Colorado",77,546,526,1072,101,60,76,25,262,161,119,176,174,251,39,77,40,35,24.4402985074627,863,12,11,0,0,156,60,80.5037313432836,1.11940298507463,1.02611940298507,0,0,14.5522388059702,5.59701492537313,773,1003.8961038961,709,266,195,134,114,"36250",755,45.609756097561,12.6829268292683,87.3170731707317,810,346,464,0,0,0,388,168,54,0,158,36,22.7848101265823,64,53,41,40.5063291139241,33.5443037974684,25.9493670886076
"66",66,"1500000US080310009042",80310009042,"Block Group 2, Census Tract 9.04, Denver County, Colorado",140,824,826,1650,127,187,118,37,469,314,207,258,188,139,212,198,88,46,28.4242424242424,1143,64,38,48,0,238,238,69.2727272727273,3.87878787878788,2.3030303030303,2.90909090909091,0,14.4242424242424,14.4242424242424,1061,757.857142857143,1040,416,253,229,142,"17245",1270,75.0354609929078,30.9219858156028,69.0780141843972,1181,630,496,17,8,30,529,230,88,17,199,111,55.7788944723618,86,19,94,43.21608040201,9.54773869346734,47.2361809045226
"67",67,"1500000US080310009043",80310009043,"Block Group 3, Census Tract 9.04, Denver County, Colorado",52,428,342,770,81,83,48,30,242,164,92,193,50,60,158,44,9,0,31.4285714285714,472,0,5,0,0,293,0,61.2987012987013,0,0.649350649350649,0,0,38.0519480519481,0,538,1034.61538461538,434,184,93,99,58,"12000",574,64.9193548387097,32.258064516129,67.741935483871,528,243,267,18,0,0,175,120,18,0,91,52,57.1428571428571,54,0,37,59.3406593406593,0,40.6593406593407
"68",68,"1500000US080310009044",80310009044,"Block Group 4, Census Tract 9.04, Denver County, Colorado",109,870,817,1687,145,278,142,48,613,423,206,234,347,153,202,79,35,8,36.3366923532899,1203,119,67,38,0,186,148,71.3100177830468,7.05394190871369,3.9715471250741,2.2525192649674,0,11.0254890337878,8.77296976882039,1279,1173.39449541284,1011,424,315,203,69,"35179",1131,76.4822134387352,17.3913043478261,82.6086956521739,1074,462,556,56,0,0,202,436,91,0,277,82,29.6028880866426,169,44,64,61.0108303249097,15.884476534296,23.1046931407942
"69",69,"1500000US080310009051",80310009051,"Block Group 1, Census Tract 9.05, Denver County, Colorado",67,564,439,1003,84,32,43,18,177,116,114,140,192,147,125,59,66,44,17.6470588235294,747,86,0,0,0,170,0,74.4765702891326,8.57427716849452,0,0,0,16.9491525423729,0,539,804.477611940299,742,128,220,159,235,"63352",771,48.3394833948339,11.4391143911439,88.5608856088561,826,472,309,10,0,35,311,85,59,0,95,6,6.31578947368421,66,23,6,69.4736842105263,24.2105263157895,6.31578947368421
"70",70,"1500000US080310009052",80310009052,"Block Group 2, Census Tract 9.05, Denver County, Colorado",75,417,591,1008,68,46,60,10,184,114,81,301,91,163,108,106,17,27,18.2539682539683,670,25,0,0,0,313,0,66.468253968254,2.48015873015873,0,0,0,31.0515873015873,0,778,1037.33333333333,666,328,134,90,114,"55230",672,46.7084639498433,8.46394984326019,91.5360501567398,824,333,475,0,0,16,368,173,73,0,111,46,41.4414414414414,75,0,36,67.5675675675676,0,32.4324324324324
"71",71,"1500000US080310009053",80310009053,"Block Group 3, Census Tract 9.05, Denver County, Colorado",60,420,406,826,192,27,33,0,252,219,48,167,95,116,76,57,35,13,30.5084745762712,674,18,0,0,0,134,0,81.5980629539952,2.17917675544794,0,0,0,16.2227602905569,0,680,1133.33333333333,509,205,134,77,93,"50250",530,28.8065843621399,7.40740740740741,92.5925925925926,574,231,343,0,0,0,239,156,30,0,118,20,16.9491525423729,111,7,0,94.0677966101695,5.93220338983051,0
"72",72,"1500000US080310009054",80310009054,"Block Group 4, Census Tract 9.05, Denver County, Colorado",99,707,677,1384,205,38,75,50,368,243,125,221,305,258,141,41,16,34,26.5895953757225,1155,6,38,0,0,162,46,83.4537572254335,0.433526011560694,2.74566473988439,0,0,11.7052023121387,3.32369942196532,926,935.353535353535,926,267,224,192,243,"60000",1133,26.6169154228856,0,100,1016,575,426,0,0,15,410,112,38,0,168,6,3.57142857142857,102,60,6,60.7142857142857,35.7142857142857,3.57142857142857
"73",73,"1500000US080310010001",80310010001,"Block Group 1, Census Tract 10, Denver County, Colorado",72,708,682,1390,102,121,96,66,385,223,208,87,296,216,108,137,75,40,27.6978417266187,1021,160,18,82,0,101,16,73.4532374100719,11.5107913669065,1.29496402877698,5.89928057553957,0,7.26618705035971,1.15107913669065,950,1319.44444444444,899,479,259,93,68,"25435",707,72.0264317180617,20.704845814978,79.295154185022,1005,240,570,0,82,113,470,203,52,0,185,24,12.972972972973,77,45,63,41.6216216216216,24.3243243243243,34.0540540540541
"74",74,"1500000US080310010002",80310010002,"Block Group 2, Census Tract 10, Denver County, Colorado",62,463,481,944,50,157,74,61,342,207,135,150,124,74,179,52,0,23,36.228813559322,842,0,0,68,0,26,16,89.1949152542373,0,0,7.20338983050847,0,2.75423728813559,1.69491525423729,784,1264.51612903226,520,207,155,80,78,"34792",600,40.8783783783784,7.77027027027027,92.2297297297297,602,170,387,0,45,0,231,194,21,0,158,51,32.2784810126582,94,29,35,59.4936708860759,18.3544303797468,22.1518987341772
"75",75,"1500000US080310010003",80310010003,"Block Group 3, Census Tract 10, Denver County, Colorado",94,962,942,1904,148,237,138,63,586,385,222,174,262,343,240,116,121,41,30.7773109243698,1712,22,0,137,0,19,28,89.9159663865546,1.15546218487395,0,7.1953781512605,0,0.997899159663865,1.47058823529412,1544,1642.55319148936,1203,315,423,197,268,"50523",1352,40.6474820143885,6.29496402877698,93.705035971223,1318,559,690,0,69,0,631,205,127,0,265,0,0,198,0,67,74.7169811320755,0,25.2830188679245
"76",76,"1500000US080310011011",80310011011,"Block Group 1, Census Tract 11.01, Denver County, Colorado",47,158,133,291,0,5,9,0,14,5,18,112,36,27,60,4,22,7,4.81099656357388,201,0,11,0,0,51,56,69.0721649484536,0,3.78006872852234,0,0,17.5257731958763,19.2439862542955,161,342.553191489362,259,93,65,17,84,"85673",253,30.6306306306306,0,100,277,191,86,0,0,0,90,38,8,0,11,7,63.6363636363636,0,0,11,0,0,100
"77",77,"1500000US080310011012",80310011012,"Block Group 2, Census Tract 11.01, Denver County, Colorado",48,252,367,619,84,80,84,6,254,164,93,172,104,11,8,34,25,8,41.0339256865913,526,73,0,5,0,0,30,84.9757673667205,11.7932148626817,0,0.807754442649435,0,0,4.84652665589661,454,945.833333333333,311,120,57,91,43,"-",485,87.7272727272727,17.7272727272727,82.2727272727273,365,223,124,0,5,13,110,46,17,0,115,85,73.9130434782609,17,0,98,14.7826086956522,0,85.2173913043478
"78",78,"1500000US080310011013",80310011013,"Block Group 3, Census Tract 11.01, Denver County, Colorado",85,436,322,758,7,24,25,16,72,31,52,137,242,35,185,19,18,39,9.49868073878628,564,7,18,7,0,157,10,74.4063324538259,0.923482849604222,2.37467018469657,0.923482849604222,0,20.712401055409,1.31926121372032,395,464.705882352941,614,145,113,151,205,"54088",576,45.0479233226837,5.75079872204473,94.2492012779553,686,398,251,0,7,30,256,34,43,0,49,7,14.2857142857143,38,0,11,77.5510204081633,0,22.4489795918367
"79",79,"1500000US080310011014",80310011014,"Block Group 4, Census Tract 11.01, Denver County, Colorado",102,580,378,958,62,49,23,52,186,111,92,212,235,90,45,91,44,38,19.4154488517745,653,60,140,0,0,74,62,68.1628392484342,6.26304801670146,14.6137787056367,0,0,7.72442588726514,6.47181628392484,631,618.627450980392,693,144,275,96,178,"53106",883,30.5389221556886,0,100,772,534,238,0,0,0,270,126,45,0,116,12,10.3448275862069,25,31,60,21.551724137931,26.7241379310345,51.7241379310345
"80",80,"1500000US080310011021",80310011021,"Block Group 1, Census Tract 11.02, Denver County, Colorado",67,564,511,1075,23,91,112,62,288,114,203,109,218,181,196,13,0,41,26.7906976744186,960,37,0,0,0,78,0,89.3023255813954,3.44186046511628,0,0,0,7.25581395348837,0,540,805.970149253731,681,144,130,112,295,"48103",853,58.6776859504132,9.09090909090909,90.9090909090909,787,519,248,20,0,0,147,125,40,6,111,0,0,57,18,36,51.3513513513513,16.2162162162162,32.4324324324324
"81",81,"1500000US080310011022",80310011022,"Block Group 2, Census Tract 11.02, Denver County, Colorado",57,408,337,745,87,33,47,9,176,120,74,139,144,112,53,62,28,13,23.6241610738255,416,10,0,0,0,288,62,55.8389261744966,1.34228187919463,0,0,0,38.6577181208054,8.32214765100671,347,608.771929824561,535,49,102,94,290,"81932",590,19.5219123505976,3.98406374501992,96.0159362549801,569,391,164,14,0,0,178,92,31,0,61,0,0,24,37,0,39.344262295082,60.655737704918,0
"82",82,"1500000US080310011023",80310011023,"Block Group 3, Census Tract 11.02, Denver County, Colorado",146,1020,987,2007,110,46,58,43,257,156,101,555,598,248,129,171,38,11,12.8051818634778,1828,14,24,90,0,0,102,91.0812157448929,0.697558545092177,1.19581464872945,4.48430493273543,0,0,5.08221225710015,312,213.698630136986,1662,54,88,226,1294,"95827",1812,67.2811059907834,3.13364055299539,96.8663594470046,1750,1543,87,63,57,0,185,84,78,0,151,31,20.5298013245033,71,29,51,47.0198675496689,19.205298013245,33.7748344370861
"83",83,"1500000US080310013011",80310013011,"Block Group 1, Census Tract 13.01, Denver County, Colorado",67,576,524,1100,53,106,102,79,340,159,181,154,296,115,72,47,76,0,30.9090909090909,868,49,0,119,0,64,0,78.9090909090909,4.45454545454546,0,10.8181818181818,0,5.81818181818182,0,803,1198.50746268657,658,130,194,216,118,"65536",683,60.3508771929825,16.8421052631579,83.1578947368421,760,281,370,0,109,0,350,118,17,0,159,33,20.7547169811321,58,0,101,36.4779874213836,0,63.5220125786163
"84",84,"1500000US080310013012",80310013012,"Block Group 2, Census Tract 13.01, Denver County, Colorado",83,720,554,1274,49,61,215,29,354,110,264,78,118,327,173,138,42,24,27.7864992150706,1163,2,0,96,0,13,0,91.287284144427,0.156985871271586,0,7.53532182103611,0,1.02040816326531,0,924,1113.25301204819,849,338,190,184,137,"50134",821,42.1836228287841,5.4590570719603,94.5409429280397,920,327,520,1,72,0,365,356,36,0,191,35,18.3246073298429,179,0,12,93.717277486911,0,6.282722513089
"85",85,"1500000US080310013013",80310013013,"Block Group 3, Census Tract 13.01, Denver County, Colorado",83,643,702,1345,55,134,126,71,386,189,213,160,241,201,221,26,66,28,28.6988847583643,1255,34,0,10,0,46,0,93.3085501858736,2.52788104089219,0,0.743494423791822,0,3.42007434944238,0,1039,1251.80722891566,867,294,288,132,153,"44605",1087,46.5909090909091,8.18181818181818,91.8181818181818,959,476,452,21,10,0,447,155,66,0,191,56,29.3193717277487,92,6,93,48.1675392670157,3.1413612565445,48.6910994764398
"86",86,"1500000US080310013014",80310013014,"Block Group 4, Census Tract 13.01, Denver County, Colorado",59,554,393,947,19,83,8,34,144,102,42,177,267,101,68,96,66,28,15.2059134107709,848,27,15,5,0,33,38,89.545934530095,2.85110876451954,1.58394931362196,0.527983104540655,0,3.48468848996832,4.01267159450898,645,1093.22033898305,741,340,189,45,167,"71458",606,25.3424657534247,13.6986301369863,86.3013698630137,803,440,363,0,0,0,231,290,15,0,56,11,19.6428571428571,45,0,11,80.3571428571429,0,19.6428571428571
"87",87,"1500000US080310013015",80310013015,"Block Group 5, Census Tract 13.01, Denver County, Colorado",72,385,400,785,6,58,17,12,93,64,58,105,121,239,75,30,63,30,11.8471337579618,621,1,0,151,10,2,0,79.1082802547771,0.127388535031847,0,19.2356687898089,1.27388535031847,0.254777070063694,0,475,659.722222222222,639,177,246,72,144,"57574",496,48.0286738351254,4.3010752688172,95.6989247311828,692,215,350,18,109,0,310,170,59,1,42,13,30.952380952381,38,3,1,90.4761904761905,7.14285714285714,2.38095238095238
"88",88,"1500000US080310013021",80310013021,"Block Group 1, Census Tract 13.02, Denver County, Colorado",125,945,791,1736,119,136,133,61,449,255,262,361,247,170,170,126,86,59,25.8640552995392,1512,8,0,39,0,70,214,87.0967741935484,0.460829493087558,0,2.24654377880184,0,4.03225806451613,12.3271889400922,1208,966.4,1106,400,356,215,135,"44661",1328,38.3944153577661,6.282722513089,93.717277486911,1287,775,468,11,33,0,490,248,47,0,190,33,17.3684210526316,139,33,18,73.1578947368421,17.3684210526316,9.47368421052632
"89",89,"1500000US080310013022",80310013022,"Block Group 2, Census Tract 13.02, Denver County, Colorado",67,643,531,1174,121,99,75,36,331,220,165,304,84,150,52,92,75,32,28.1942078364566,930,0,0,0,0,244,0,79.2163543441226,0,0,0,0,20.7836456558773,0,1007,1502.98507462687,724,166,332,183,43,"44888",724,39.4444444444444,6.94444444444444,93.0555555555556,843,266,569,0,0,8,536,251,73,0,100,5,5,59,0,41,59,0,41
"90",90,"1500000US080310013023",80310013023,"Block Group 3, Census Tract 13.02, Denver County, Colorado",98,694,691,1385,178,123,85,12,398,301,147,186,215,161,78,220,67,10,28.7364620938628,991,42,61,0,0,161,260,71.5523465703971,3.03249097472924,4.4043321299639,0,0,11.6245487364621,18.7725631768953,817,833.673469387755,906,157,284,323,142,"35417",1220,31.8458417849899,3.24543610547667,96.7545638945233,987,750,237,0,0,0,238,129,42,0,195,53,27.1794871794872,76,43,76,38.974358974359,22.0512820512821,38.974358974359
"91",91,"1500000US080310014011",80310014011,"Block Group 1, Census Tract 14.01, Denver County, Colorado",96,622,550,1172,138,66,102,46,352,204,172,271,258,114,54,79,20,0,30.0341296928328,863,3,0,0,0,272,68,73.6348122866894,0.255972696245734,0,0,0,23.2081911262799,5.80204778156997,931,969.791666666667,677,198,312,75,92,"39271",846,50.4761904761905,2.22222222222222,97.7777777777778,820,346,474,0,0,0,386,132,22,0,189,45,23.8095238095238,126,38,25,66.6666666666667,20.1058201058201,13.2275132275132
"92",92,"1500000US080310014012",80310014012,"Block Group 2, Census Tract 14.01, Denver County, Colorado",46,276,304,580,34,47,17,7,105,81,55,23,140,46,139,47,32,17,18.1034482758621,407,0,0,0,0,168,10,70.1724137931034,0,0,0,0,28.9655172413793,1.72413793103448,393,854.347826086957,435,141,108,113,73,"53581",430,16.6666666666667,0,100,475,250,225,0,0,0,191,108,21,0,65,0,0,55,0,10,84.6153846153846,0,15.3846153846154
"93",93,"1500000US080310014013",80310014013,"Block Group 3, Census Tract 14.01, Denver County, Colorado",104,908,859,1767,56,160,111,95,422,216,247,249,239,183,246,174,125,88,23.882286361064,1425,19,10,88,0,203,44,80.6451612903226,1.0752688172043,0.565930956423316,4.98019241652518,0,11.4883984153933,2.49009620826259,1404,1350,1172,569,334,102,167,"31204",1070,58.5329341317365,20.8083832335329,79.1916167664671,1345,390,861,20,66,8,805,352,86,20,150,20,13.3333333333333,136,0,14,90.6666666666667,0,9.33333333333333
"94",94,"1500000US080310014014",80310014014,"Block Group 4, Census Tract 14.01, Denver County, Colorado",106,729,921,1650,42,197,133,0,372,239,193,71,268,280,171,153,177,98,22.5454545454545,966,32,0,510,0,142,0,58.5454545454545,1.93939393939394,0,30.9090909090909,0,8.60606060606061,0,666,628.301886792453,1181,413,505,191,72,"32986",1104,60.3806228373702,39.2733564013841,60.7266435986159,1278,595,309,0,374,0,537,196,112,0,150,0,0,114,8,28,76,5.33333333333333,18.6666666666667
