"","camp_address_1","camp_zip","session_date_start","session_date_end","session_max_age","session_min_age","total.duration","lat","lon","session_id","session_size","session_cost","session_categories"
"174","350 South Dahlia Street","80246","6/17/19","6/21/19","11","6",35,39.7170127,-104.9362357,"38239"," ",435,"offersBeforeAfterCare,scholarshipsAvailable,stem,academic"
"175","350 South Dahlia Street","80246","6/24/19","6/28/19","6","4",35,39.7170127,-104.9362357,"38240"," ",435,"scholarshipsAvailable,sports,academic,offersBeforeAfterCare"
"176","350 South Dahlia Street","80246","6/24/19","6/28/19","11","6",35,39.7170127,-104.9362357,"38241"," ",435,"scholarshipsAvailable,academic,offersBeforeAfterCare,sports"
"177","350 South Dahlia Street","80246","7/8/19","7/12/19","6","4",35,39.7170127,-104.9362357,"38242"," ",435,"academic,scholarshipsAvailable,offersBeforeAfterCare,sports"
"178","350 South Dahlia Street","80246","7/8/19","7/12/19","11","6",35,39.7170127,-104.9362357,"38243"," ",435,"offersBeforeAfterCare,academic,scholarshipsAvailable,sports"
"179","350 South Dahlia Street","80246","7/15/19","7/19/19","11","6",35,39.7170127,-104.9362357,"38244"," ",435,"scholarshipsAvailable,offersBeforeAfterCare,academic,sports"
"180","350 South Dahlia Street","80246","7/22/19","7/26/19","11","6",35,39.7170127,-104.9362357,"38245"," ",435,"scholarshipsAvailable,offersBeforeAfterCare,sports,academic"
"181","350 South Dahlia Street","80246","7/29/19","8/2/19","6","4",35,39.7170127,-104.9362357,"38246"," ",435,"music,academic,scholarshipsAvailable,offersBeforeAfterCare"
"182","350 South Dahlia Street","80246","7/29/19","8/2/19","11","6",35,39.7170127,-104.9362357,"38247"," ",435,"music,academic,scholarshipsAvailable,offersBeforeAfterCare"
"183","350 South Dahlia Street","80246","6/3/19","6/7/19","14","11",35,39.7100813,-104.930599,"38248"," ",435,"scholarshipsAvailable,offersBeforeAfterCare,academic"
"184","350 South Dahlia Street","80246","6/3/19","6/7/19","14","11",35,39.7100813,-104.930599,"38249"," ",435,"offersBeforeAfterCare,arts,academic,scholarshipsAvailable"
"185","350 South Dahlia Street","80246","6/10/19","6/14/19","14","11",35,39.7170127,-104.9362357,"38250"," ",435,"offersBeforeAfterCare,cooking,scholarshipsAvailable,academic"
"186","350 South Dahlia Street","80246","6/10/19","6/14/19","14","11",35,39.7170127,-104.9362357,"38251"," ",435,"drama,offersBeforeAfterCare,academic,arts,scholarshipsAvailable"
"187","350 South Dahlia Street","80246","6/17/19","6/21/19","14","11",35,39.7170127,-104.9362357,"38252"," ",435,"academic,offersBeforeAfterCare,scholarshipsAvailable,arts"
"188","350 South Dahlia Street","80246","6/17/19","6/21/19","14","11",35,39.7170127,-104.9362357,"38253"," ",435,"offersBeforeAfterCare,scholarshipsAvailable,academic,arts"
"189","350 South Dahlia Street","80246","6/24/19","6/28/19","14","11",35,39.7170127,-104.9362357,"38254"," ",435,"music,academic,scholarshipsAvailable,offersBeforeAfterCare"
"190","350 South Dahlia Street","80246","6/24/19","6/28/19","14","11",35,39.7170127,-104.9362357,"38255"," ",435,"scholarshipsAvailable,arts,academic,offersBeforeAfterCare"
"191","350 South Dahlia Street","80246","7/1/19","7/5/19","14","11",28,39.7170127,-104.9362357,"38256"," ",348,"scholarshipsAvailable,arts,offersBeforeAfterCare,academic"
"192","350 South Dahlia Street","80246","7/8/19","7/12/19","14","11",35,39.7170127,-104.9362357,"38257"," ",435,"stem,scholarshipsAvailable,academic,offersBeforeAfterCare"
"193","350 South Dahlia Street","80246","7/8/19","7/12/19","14","11",35,39.7170127,-104.9362357,"38258"," ",435,"scholarshipsAvailable,academic,offersBeforeAfterCare,arts"
"194","350 South Dahlia Street","80246","7/15/19","7/19/19","14","11",35,39.7170127,-104.9362357,"38259"," ",435,"sports,offersBeforeAfterCare,academic,scholarshipsAvailable"
"195","350 South Dahlia Street","80246","7/15/19","7/19/19","14","11",35,39.7170127,-104.9362357,"38260"," ",435,"academic,offersBeforeAfterCare,scholarshipsAvailable,arts"
"196","350 South Dahlia Street","80246","7/22/19","7/26/19","14","11",35,39.7170127,-104.9362357,"38261"," ",435,"academic,offersBeforeAfterCare,scholarshipsAvailable,sports"
"197","350 South Dahlia Street","80246","7/22/19","7/26/19","14","11",35,39.7170127,-104.9362357,"38262"," ",435,"offersBeforeAfterCare,drama,academic,scholarshipsAvailable"
"198","350 South Dahlia Street","80246","7/29/19","8/2/19","14","11",35,39.7170127,-104.9362357,"38263"," ",435,"academic,offersBeforeAfterCare,scholarshipsAvailable,sports"
"199","350 South Dahlia Street","80246","7/29/19","8/2/19","14","11",35,39.7170127,-104.9362357,"38264"," ",435,"offersBeforeAfterCare,scholarshipsAvailable,academic,arts"
"200","855 Lawrence Way","80204","6/10/19","6/14/19","18","13",17,39.7428157,-105.0040466,"38268"," ",500,"scholarshipsAvailable,academic,arts"
"201","855 Lawrence Way","80204","6/10/19","6/14/19","18","13",17,39.7428157,-105.0040466,"38269"," ",500,"arts,scholarshipsAvailable,academic"
"202","855 Lawrence Way","80204","6/10/19","6/14/19","18","13",17,39.7428157,-105.0040466,"38270"," ",500,"arts,academic,scholarshipsAvailable"
"203","855 Lawrence Way","80204","6/16/19","6/28/19","18","13",18,39.7428157,-105.0040466,"38271"," ",1100,"music,academic,scholarshipsAvailable"
"204","855 Lawrence Way","80204","7/14/19","7/26/19","18","13",17,39.7428157,-105.0040466,"38272"," ",1100,"academic,scholarshipsAvailable,arts"
"205","855 Lawrence Way","80204","7/14/19","7/26/19","18","13",17,39.7428157,-105.0040466,"38273"," ",1100,"drama,academic,arts,scholarshipsAvailable"
"206","PO Box 287","80306","5/28/19","5/31/19","13","6",6,40.004278,-105.243941,"38275","65",444,"nature,sports,scholarshipsAvailable,offersBeforeAfterCare"
"207","PO Box 287","80306","6/3/19","6/7/19","13","6",30,40.004278,-105.243941,"38276","65",444,"scholarshipsAvailable,nature,offersBeforeAfterCare,sports"
"208","PO Box 287","80306","6/10/19","6/14/19","13","6",30,40.004278,-105.243941,"38277","65",444,"offersBeforeAfterCare,sports,scholarshipsAvailable,nature"
"209","PO Box 287","80306","6/17/19","6/21/19","13","6",30,40.004278,-105.243941,"38278","65",444,"sports,offersBeforeAfterCare,nature,scholarshipsAvailable"
"210","PO Box 287","80306","6/24/19","6/28/19","13","6",30,40.004278,-105.243941,"38279","65",444,"nature,scholarshipsAvailable,offersBeforeAfterCare,sports"
"211","PO Box 287","80306","7/1/19","7/5/19","13","6",24,40.004278,-105.243941,"38280","65",444,"nature,sports,offersBeforeAfterCare,scholarshipsAvailable"
"212","PO Box 287","80306","7/8/19","7/12/19","13","6",30,40.004278,-105.243941,"38281","65",444,"nature,sports,offersBeforeAfterCare,scholarshipsAvailable"
"213","PO Box 287","80306","7/15/19","7/19/19","13","6",30,40.004278,-105.243941,"38282","65",444,"scholarshipsAvailable,sports,nature,offersBeforeAfterCare"
"214","PO Box 287","80306","7/22/19","7/26/19","13","6",30,40.004278,-105.243941,"38283","65",444,"nature,offersBeforeAfterCare,scholarshipsAvailable,sports"
"215","PO Box 287","80306","7/29/19","8/2/19","13","6",30,40.004278,-105.243941,"38284","65",444,"scholarshipsAvailable,offersBeforeAfterCare,nature,sports"
"216","PO Box 287","80306","8/5/19","8/9/19","13","6",30,40.004278,-105.243941,"38285","65",444,"sports,scholarshipsAvailable,nature,offersBeforeAfterCare"
"217","PO Box 287","80306","8/12/19","8/16/19","13","6",30,39.9840888,-105.2374877,"38286","65",444,"sports,offersBeforeAfterCare,scholarshipsAvailable,nature"
"218","PO Box 287","80306","6/10/19","6/14/19","13","6",30,39.393938,-104.913348,"38287","39",399,"nature,sports,offersBeforeAfterCare,scholarshipsAvailable"
"219","PO Box 287","80306","6/17/19","6/21/19","13","6",30,39.393938,-104.913348,"38288","39",399,"offersBeforeAfterCare,nature,sports,scholarshipsAvailable"
"220","PO Box 287","80306","6/24/19","6/28/19","13","6",30,39.393938,-104.913348,"38289","39",399,"offersBeforeAfterCare,nature,scholarshipsAvailable,sports"
"221","PO Box 287","80306","7/8/19","7/12/19","13","6",30,39.393938,-104.913348,"38290","39",399,"offersBeforeAfterCare,nature,scholarshipsAvailable,sports"
"222","PO Box 287","80306","7/15/19","7/19/19","13","6",30,39.393938,-104.913348,"38291","39",399,"sports,nature,scholarshipsAvailable,offersBeforeAfterCare"
"223","PO Box 287","80306","7/22/19","7/26/19","13","6",30,39.393938,-104.913348,"38292","39",399,"offersBeforeAfterCare,scholarshipsAvailable,nature,sports"
"224","PO Box 287","80306","7/29/19","8/2/19","13","6",30,39.393938,-104.913348,"38293","39",399,"nature,scholarshipsAvailable,sports,offersBeforeAfterCare"
"225","PO Box 287","80306","6/3/19","6/7/19","13","6",30,38.9458043,-104.869816,"38294","39",399,"nature,scholarshipsAvailable,sports,offersBeforeAfterCare"
"226","PO Box 287","80306","6/10/19","6/14/19","13","6",30,38.9458043,-104.869816,"38295","39",399,"nature,sports,offersBeforeAfterCare,scholarshipsAvailable"
"227","PO Box 287","80306","6/17/19","6/21/19","13","6",30,38.9458043,-104.869816,"38296","39",399,"offersBeforeAfterCare,sports,scholarshipsAvailable,nature"
"228","PO Box 287","80306","6/24/19","6/28/19","13","6",30,38.9458043,-104.869816,"38297","39",399,"nature,sports,offersBeforeAfterCare,scholarshipsAvailable"
"229","PO Box 287","80306","7/8/19","7/12/19","13","6",30,38.9458043,-104.869816,"38298","39",399,"offersBeforeAfterCare,nature,scholarshipsAvailable,sports"
"230","PO Box 287","80306","7/15/19","7/19/19","13","6",30,38.9458043,-104.869816,"38299","39",399,"scholarshipsAvailable,nature,offersBeforeAfterCare,sports"
"231","PO Box 287","80306","7/22/19","7/26/19","13","6",30,38.9458043,-104.869816,"38300","39",399,"sports,offersBeforeAfterCare,nature,scholarshipsAvailable"
"232","PO Box 287","80306","7/29/19","8/2/19","13","6",30,38.9458043,-104.869816,"38301","39",399,"scholarshipsAvailable,sports,nature,offersBeforeAfterCare"
"233","PO Box 287","80306","6/3/19","6/7/19","13","6",30,39.6918312,-104.9663572,"38302","65",459,"scholarshipsAvailable,sports,nature,offersBeforeAfterCare"
"234","PO Box 287","80306","6/10/19","6/14/19","13","6",30,39.6918312,-104.9663572,"38303","65",459,"sports,nature,scholarshipsAvailable,offersBeforeAfterCare"
"235","PO Box 287","80306","6/17/19","6/21/19","13","6",30,39.6918312,-104.9663572,"38304","65",459,"sports,offersBeforeAfterCare,scholarshipsAvailable,nature"
"236","PO Box 287","80306","6/24/19","6/28/19","13","6",30,39.6918312,-104.9663572,"38305","65",459,"sports,nature,scholarshipsAvailable,offersBeforeAfterCare"
"237","PO Box 287","80306","7/1/19","7/5/19","13","6",24,39.6918312,-104.9663572,"38306","65",459,"nature,sports,offersBeforeAfterCare,scholarshipsAvailable"
"238","PO Box 287","80306","7/8/19","7/12/19","13","6",30,39.6918312,-104.9663572,"38307","65",459,"sports,scholarshipsAvailable,nature,offersBeforeAfterCare"
"239","PO Box 287","80306","7/15/19","7/19/19","13","6",30,39.6918312,-104.9663572,"38308","65",459,"sports,scholarshipsAvailable,nature,offersBeforeAfterCare"
"240","PO Box 287","80306","7/22/19","7/26/19","13","6",30,39.6918312,-104.9663572,"38309","65",459,"sports,offersBeforeAfterCare,scholarshipsAvailable,nature"
"241","PO Box 287","80306","7/29/19","8/2/19","13","6",30,39.6918312,-104.9663572,"38310","65",459,"scholarshipsAvailable,offersBeforeAfterCare,nature,sports"
"242","PO Box 287","80306","8/5/19","8/9/19","13","6",30,39.6918312,-104.9663572,"38311","65",459,"nature,offersBeforeAfterCare,sports,scholarshipsAvailable"
"243","PO Box 287","80306","8/12/19","8/16/19","13","6",30,39.7036388,-104.9583707,"38312","65",459,"scholarshipsAvailable,nature,sports,offersBeforeAfterCare"
"244","PO Box 287","80306","5/28/19","5/31/19","13","6",6,39.743626,-105.2114009,"38313","65",439,"scholarshipsAvailable,sports,nature,offersBeforeAfterCare"
"245","PO Box 287","80306","6/3/19","6/7/19","13","6",30,39.743626,-105.2114009,"38314","65",439,"nature,sports,scholarshipsAvailable,offersBeforeAfterCare"
"246","PO Box 287","80306","6/10/19","6/14/19","13","6",30,39.743626,-105.2114009,"38315","65",439,"scholarshipsAvailable,nature,sports,offersBeforeAfterCare"
"247","PO Box 287","80306","6/17/19","6/21/19","13","6",30,39.743626,-105.2114009,"38316","65",439,"sports,nature,offersBeforeAfterCare,scholarshipsAvailable"
"248","PO Box 287","80306","6/24/19","6/28/19","13","6",30,39.743626,-105.2114009,"38317","65",439,"sports,scholarshipsAvailable,nature,offersBeforeAfterCare"
"249","PO Box 287","80306","7/1/19","7/5/19","13","6",24,39.743626,-105.2114009,"38318","65",439,"sports,offersBeforeAfterCare,nature,scholarshipsAvailable"
"250","PO Box 287","80306","7/8/19","7/12/19","13","6",30,39.743626,-105.2114009,"38319","65",439,"sports,nature,offersBeforeAfterCare,scholarshipsAvailable"
"251","PO Box 287","80306","7/15/19","7/19/19","13","6",30,39.743626,-105.2114009,"38320","65",439,"offersBeforeAfterCare,nature,scholarshipsAvailable,sports"
"252","PO Box 287","80306","7/22/19","7/26/19","13","6",30,39.743626,-105.2114009,"38321","65",439,"scholarshipsAvailable,sports,nature,offersBeforeAfterCare"
"253","PO Box 287","80306","7/29/19","8/2/19","13","6",30,39.743626,-105.2114009,"38322","65",439,"sports,nature,scholarshipsAvailable,offersBeforeAfterCare"
"254","PO Box 287","80306","8/5/19","8/9/19","13","6",30,39.743626,-105.2114009,"38323","65",439,"sports,scholarshipsAvailable,offersBeforeAfterCare,nature"
"255","PO Box 287","80306","6/3/19","6/7/19","13","6",30,39.6019006,-104.9582794,"38324","52",444,"nature,scholarshipsAvailable,sports,offersBeforeAfterCare"
"256","PO Box 287","80306","6/10/19","6/14/19","13","6",30,39.6019006,-104.9582794,"38325","52",444,"nature,sports,scholarshipsAvailable,offersBeforeAfterCare"
"257","PO Box 287","80306","6/17/19","6/21/19","13","6",30,39.6019006,-104.9582794,"38326","52",444,"nature,sports,offersBeforeAfterCare,scholarshipsAvailable"
"258","PO Box 287","80306","6/24/19","6/28/19","13","6",30,39.6019006,-104.9582794,"38327","52",444,"sports,nature,offersBeforeAfterCare,scholarshipsAvailable"
"259","PO Box 287","80306","7/8/19","7/12/19","13","6",30,39.6019006,-104.9582794,"38328","52",444,"offersBeforeAfterCare,scholarshipsAvailable,nature,sports"
"260","PO Box 287","80306","7/15/19","7/19/19","13","6",30,39.6019006,-104.9582794,"38329","52",444,"sports,scholarshipsAvailable,nature,offersBeforeAfterCare"
"261","PO Box 287","80306","7/22/19","7/26/19","13","6",30,39.6019006,-104.9582794,"38330","52",444,"offersBeforeAfterCare,nature,scholarshipsAvailable,sports"
"262","PO Box 287","80306","7/29/19","8/2/19","13","6",30,39.6019006,-104.9582794,"38331","52",444,"sports,nature,scholarshipsAvailable,offersBeforeAfterCare"
"263","PO Box 287","80306","6/3/19","6/7/19","13","6",30,39.5405857,-105.0026892,"38332","39",439,"scholarshipsAvailable,sports,offersBeforeAfterCare,nature"
"264","PO Box 287","80306","6/10/19","6/14/19","13","6",30,39.5405857,-105.0026892,"38333","39",439,"offersBeforeAfterCare,nature,scholarshipsAvailable,sports"
"265","PO Box 287","80306","6/17/19","6/21/19","13","6",30,39.5405857,-105.0026892,"38334","39",439,"offersBeforeAfterCare,scholarshipsAvailable,sports,nature"
"266","PO Box 287","80306","6/24/19","6/28/19","13","6",30,39.5405857,-105.0026892,"38335","39",439,"scholarshipsAvailable,sports,offersBeforeAfterCare,nature"
"267","PO Box 287","80306","7/8/19","7/12/19","13","6",30,39.5405857,-105.0026892,"38336","39",439,"nature,offersBeforeAfterCare,scholarshipsAvailable,sports"
"268","PO Box 287","80306","7/15/19","7/19/19","13","6",30,39.5405857,-105.0026892,"38337","39",439,"offersBeforeAfterCare,scholarshipsAvailable,nature,sports"
"269","PO Box 287","80306","7/22/19","7/26/19","13","6",30,39.5405857,-105.0026892,"38338","39",439,"nature,offersBeforeAfterCare,scholarshipsAvailable,sports"
"270","PO Box 287","80306","7/29/19","8/2/19","13","6",30,39.5405857,-105.0026892,"38339","39",439,"sports,offersBeforeAfterCare,scholarshipsAvailable,nature"
"271","PO Box 287","80306","6/3/19","6/7/19","13","6",30,39.9881389,-105.1088567,"38340","39",419,"nature,scholarshipsAvailable,sports,offersBeforeAfterCare"
"272","PO Box 287","80306","6/10/19","6/14/19","13","6",30,39.9881389,-105.1088567,"38341","39",419,"nature,offersBeforeAfterCare,sports,scholarshipsAvailable"
"273","PO Box 287","80306","6/17/19","6/21/19","13","6",30,39.9881389,-105.1088567,"38342","39",419,"scholarshipsAvailable,nature,offersBeforeAfterCare,sports"
"274","PO Box 287","80306","6/24/19","6/28/19","13","6",30,39.9881389,-105.1088567,"38343","39",419,"nature,sports,scholarshipsAvailable,offersBeforeAfterCare"
"275","PO Box 287","80306","7/8/19","7/12/19","13","6",30,39.9881389,-105.1088567,"38344","39",419,"sports,offersBeforeAfterCare,nature,scholarshipsAvailable"
"276","PO Box 287","80306","7/15/19","7/19/19","13","6",30,39.9881389,-105.1088567,"38345","39",419,"nature,sports,offersBeforeAfterCare,scholarshipsAvailable"
"277","PO Box 287","80306","7/22/19","7/26/19","13","6",30,39.9881389,-105.1088567,"38346","39",419,"offersBeforeAfterCare,nature,sports,scholarshipsAvailable"
"278","PO Box 287","80306","7/29/19","8/2/19","13","6",30,39.9881389,-105.1088567,"38347","39",419,"nature,offersBeforeAfterCare,sports,scholarshipsAvailable"
"279","PO Box 287","80306","6/3/19","6/7/19","13","6",30,39.7128155,-104.8964548,"38348","39",444,"sports,nature,offersBeforeAfterCare,scholarshipsAvailable"
"280","PO Box 287","80306","6/10/19","6/14/19","13","6",30,39.7128155,-104.8964548,"38349","39",444,"sports,scholarshipsAvailable,offersBeforeAfterCare,nature"
"281","PO Box 287","80306","6/17/19","6/21/19","13","6",30,39.7128155,-104.8964548,"38350","39",444,"offersBeforeAfterCare,scholarshipsAvailable,sports,nature"
"282","PO Box 287","80306","6/24/19","6/28/19","13","6",30,39.7128155,-104.8964548,"38351","39",444,"offersBeforeAfterCare,sports,nature,scholarshipsAvailable"
"283","PO Box 287","80306","7/8/19","7/12/19","13","6",30,39.7128155,-104.8964548,"38352","39",444,"sports,offersBeforeAfterCare,nature,scholarshipsAvailable"
"284","PO Box 287","80306","7/15/19","7/19/19","13","6",30,39.7128155,-104.8964548,"38353","39",444,"scholarshipsAvailable,offersBeforeAfterCare,sports,nature"
