"","Id","Id2","Geography","Estimate..Total.","Margin.of.Error..Total.","Estimate..Total....White.alone","Margin.of.Error..Total....White.alone","Estimate..Total....Black.or.African.American.alone","Margin.of.Error..Total....Black.or.African.American.alone","Estimate..Total....American.Indian.and.Alaska.Native.alone","Margin.of.Error..Total....American.Indian.and.Alaska.Native.alone","Estimate..Total....Asian.alone","Margin.of.Error..Total....Asian.alone","Estimate..Total....Native.Hawaiian.and.Other.Pacific.Islander.alone","Margin.of.Error..Total....Native.Hawaiian.and.Other.Pacific.Islander.alone","Estimate..Total....Some.other.race.alone","Margin.of.Error..Total....Some.other.race.alone","Estimate..Total....Two.or.more.races.","Margin.of.Error..Total....Two.or.more.races.","Estimate..Total....Two.or.more.races....Two.races.including.Some.other.race","Margin.of.Error..Total....Two.or.more.races....Two.races.including.Some.other.race","Estimate..Total....Two.or.more.races....Two.races.excluding.Some.other.race..and.three.or.more.races","Margin.of.Error..Total....Two.or.more.races....Two.races.excluding.Some.other.race..and.three.or.more.races"
"440","1500000US080310083892",80310083892,"Block Group 2, Census Tract 83.89, Denver County, Colorado",2324,590,1085,365,763,422,0,11,145,130,0,11,137,134,194,164,107,131,87,94
"441","1500000US080310083893",80310083893,"Block Group 3, Census Tract 83.89, Denver County, Colorado",6675,913,3892,768,1905,531,62,73,514,225,0,16,174,143,128,97,0,16,128,97
"442","1500000US080310083901",80310083901,"Block Group 1, Census Tract 83.90, Denver County, Colorado",3246,756,1711,526,595,344,80,130,327,429,0,11,354,296,179,237,24,31,155,234
"443","1500000US080310083902",80310083902,"Block Group 2, Census Tract 83.90, Denver County, Colorado",3276,580,1240,393,1184,385,0,11,0,11,0,11,748,432,104,107,78,101,26,30
"444","1500000US080310083903",80310083903,"Block Group 3, Census Tract 83.90, Denver County, Colorado",2814,603,1827,605,693,296,0,11,131,223,16,32,47,78,100,120,0,11,100,120
"445","1500000US080310083911",80310083911,"Block Group 1, Census Tract 83.91, Denver County, Colorado",4412,774,1941,436,1514,659,16,28,232,216,0,11,421,320,288,197,29,37,259,192
"446","1500000US080310083912",80310083912,"Block Group 2, Census Tract 83.91, Denver County, Colorado",3538,665,1544,457,929,445,94,148,359,376,0,11,166,157,446,315,65,82,381,277
"447","1500000US080310119021",80310119021,"Block Group 1, Census Tract 119.02, Denver County, Colorado",2069,381,1929,392,0,11,0,11,0,11,0,11,32,40,108,182,108,182,0,11
"448","1500000US080310119022",80310119022,"Block Group 2, Census Tract 119.02, Denver County, Colorado",1416,461,773,278,234,316,167,241,71,112,0,11,125,188,46,96,46,96,0,11
"449","1500000US080310119023",80310119023,"Block Group 3, Census Tract 119.02, Denver County, Colorado",1745,565,1514,526,0,11,0,11,66,63,0,11,165,271,0,11,0,11,0,11
"450","1500000US080310119024",80310119024,"Block Group 4, Census Tract 119.02, Denver County, Colorado",1372,496,1006,408,217,289,95,147,0,11,0,11,40,50,14,29,0,11,14,29
"451","1500000US080310119031",80310119031,"Block Group 1, Census Tract 119.03, Denver County, Colorado",1519,168,1458,182,0,11,19,28,37,36,0,11,0,11,5,8,0,11,5,8
"452","1500000US080310119032",80310119032,"Block Group 2, Census Tract 119.03, Denver County, Colorado",864,124,780,128,0,11,6,8,57,57,0,11,21,26,0,11,0,11,0,11
"453","1500000US080310120011",80310120011,"Block Group 1, Census Tract 120.01, Denver County, Colorado",1435,167,1249,188,60,50,44,37,26,24,0,11,8,12,48,55,0,11,48,55
"454","1500000US080310120012",80310120012,"Block Group 2, Census Tract 120.01, Denver County, Colorado",651,111,567,92,0,11,0,11,51,54,0,11,0,11,33,44,0,11,33,44
"455","1500000US080310120101",80310120101,"Block Group 1, Census Tract 120.10, Denver County, Colorado",1967,204,1771,195,0,11,0,11,180,141,0,11,16,25,0,11,0,11,0,11
"456","1500000US080310120102",80310120102,"Block Group 2, Census Tract 120.10, Denver County, Colorado",1165,216,1049,216,0,11,0,11,34,54,0,11,32,52,50,57,0,11,50,57
"457","1500000US080310120103",80310120103,"Block Group 3, Census Tract 120.10, Denver County, Colorado",2022,269,1680,280,16,26,12,20,162,140,0,11,34,49,118,106,0,11,118,106
"458","1500000US080310120141",80310120141,"Block Group 1, Census Tract 120.14, Denver County, Colorado",1205,303,921,290,0,11,11,23,49,68,0,11,14,22,210,148,101,98,109,107
"459","1500000US080310120142",80310120142,"Block Group 2, Census Tract 120.14, Denver County, Colorado",2708,499,2292,493,0,11,0,11,204,191,0,11,20,32,192,164,0,11,192,164
"460","1500000US080310120143",80310120143,"Block Group 3, Census Tract 120.14, Denver County, Colorado",907,293,805,297,0,11,0,11,28,45,0,11,0,11,74,78,35,40,39,49
"461","1500000US080310120144",80310120144,"Block Group 4, Census Tract 120.14, Denver County, Colorado",1565,317,1535,315,0,11,14,22,0,11,0,11,0,11,16,26,16,26,0,11
"462","1500000US080310153001",80310153001,"Block Group 1, Census Tract 153, Denver County, Colorado",1529,344,1160,278,126,97,0,11,130,121,0,11,36,57,77,86,77,86,0,11
"463","1500000US080310153002",80310153002,"Block Group 2, Census Tract 153, Denver County, Colorado",1669,307,1331,259,57,70,23,29,16,24,0,11,100,97,142,117,42,69,100,87
"464","1500000US080310153003",80310153003,"Block Group 3, Census Tract 153, Denver County, Colorado",537,186,398,169,95,99,0,11,17,27,0,11,27,34,0,11,0,11,0,11
"465","1500000US080310154001",80310154001,"Block Group 1, Census Tract 154, Denver County, Colorado",1264,302,1109,317,20,33,0,11,11,17,0,11,88,119,36,42,12,17,24,38
"466","1500000US080310154002",80310154002,"Block Group 2, Census Tract 154, Denver County, Colorado",1025,190,989,189,10,16,0,11,0,11,0,11,26,40,0,11,0,11,0,11
"467","1500000US080310154003",80310154003,"Block Group 3, Census Tract 154, Denver County, Colorado",750,178,688,167,0,11,8,13,0,11,0,11,34,55,20,23,9,14,11,17
"468","1500000US080310154004",80310154004,"Block Group 4, Census Tract 154, Denver County, Colorado",1363,200,1216,189,16,19,12,19,39,28,5,14,27,42,48,40,7,14,41,38
"469","1500000US080310155001",80310155001,"Block Group 1, Census Tract 155, Denver County, Colorado",1349,330,1001,352,42,54,0,11,31,25,0,11,208,151,67,49,25,41,42,51
"470","1500000US080310155002",80310155002,"Block Group 2, Census Tract 155, Denver County, Colorado",1391,192,1154,191,78,50,7,12,22,25,14,26,60,60,56,47,0,11,56,47
"471","1500000US080310155003",80310155003,"Block Group 3, Census Tract 155, Denver County, Colorado",801,206,635,198,73,90,9,17,28,31,0,11,45,72,11,16,0,11,11,16
"472","1500000US080310156001",80310156001,"Block Group 1, Census Tract 156, Denver County, Colorado",3237,763,2516,735,119,93,0,11,201,159,0,11,401,397,0,11,0,11,0,11
"473","1500000US080310156002",80310156002,"Block Group 2, Census Tract 156, Denver County, Colorado",2004,508,1085,466,91,127,0,11,135,202,0,11,693,340,0,11,0,11,0,11
"474","1500000US080310156003",80310156003,"Block Group 3, Census Tract 156, Denver County, Colorado",1282,760,927,682,46,73,0,11,106,158,0,11,175,269,28,38,21,28,7,14
"475","1500000US080310156004",80310156004,"Block Group 4, Census Tract 156, Denver County, Colorado",1402,635,1289,647,0,11,0,11,0,11,0,11,51,66,62,72,26,43,36,58
"476","1500000US080310157001",80310157001,"Block Group 1, Census Tract 157, Denver County, Colorado",1897,562,1708,546,75,93,6,12,85,119,0,11,17,27,6,12,0,11,6,12
"477","1500000US080310157002",80310157002,"Block Group 2, Census Tract 157, Denver County, Colorado",920,326,758,314,49,76,0,11,0,11,19,30,79,164,15,24,15,24,0,11
"478","1500000US080310157003",80310157003,"Block Group 3, Census Tract 157, Denver County, Colorado",1184,362,939,356,0,11,0,11,163,85,0,11,27,41,55,82,6,10,49,81
"479","1500000US080310157004",80310157004,"Block Group 4, Census Tract 157, Denver County, Colorado",1648,517,1363,491,130,127,6,13,14,20,0,11,123,162,12,17,8,13,4,12
"480","1500000US080319800001",80319800001,"Block Group 1, Census Tract 9800, Denver County, Colorado",1449,240,702,122,549,282,7,11,7,12,0,11,17,16,167,124,25,34,142,120
"481","1500000US080319801001",80319801001,"Block Group 1, Census Tract 9801, Denver County, Colorado",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
