"","session_name","session_date_start","session_date_end","session_cost","lat","long","nbhd_id","nbhd_name","camp_name","session_short_description","has_special_needs_offerings","has_scholarships","has_academic","has_arts","has_cooking","has_dance","has_drama","has_music","has_nature","has_sports","has_stem","bgroup_id2","session_address_1","session_zip","session_city","session_id","cost_per_day"
"94","Book with STEM Activity - Woodbury Branch","2018-07-06","2018-07-06",0,39.763138,-105.0257434,75,"West Highland","Denver Public Library","Listen to a story",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310003032,"3265 Federal Blvd",80211,"Denver",35225,0
"95","Toddler Ballet - Woodbury Branch","2018-08-08","2018-08-08",0,39.763138,-105.0257434,75,"West Highland","Denver Public Library","Beginner's level",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310003032,"3265 Federal Blvd",80211,"Denver",35244,0
"96","Tinker Box - Woodbury Branch","2018-07-12","2018-07-12",0,39.763138,-105.0257434,75,"West Highland","Denver Public Library","<p>Loose Parts Play</p>
<p>&nbsp;</p>",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310003032,"3265 Federal Blvd",80211,"Denver",35228,0
"97","Daddy Daughter Hair Workshop - Woodbury Branch","2018-06-16","2018-06-16",0,39.763138,-105.0257434,75,"West Highland","Denver Public Library","Ponytails, braids, detangling methods and great giveaways",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,80310003032,"3265 Federal Blvd",80211,"Denver",35213,0
"98","Glue Salt Painting - Woodbury Branch","2018-07-18","2018-07-18",0,39.763138,-105.0257434,75,"West Highland","Denver Public Library","Painting program for kids",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310003032,"3265 Federal Blvd",80211,"Denver",35231,0
"99","Gummy Bears - Woodbury Branch","2018-06-26","2018-06-26",0,39.763138,-105.0257434,75,"West Highland","Denver Public Library","Easy and delicious",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310003032,"3265 Federal Blvd",80211,"Denver",35218,0
"100","Stained Glass Frame - Woodbury Branch","2018-06-20","2018-06-20",0,39.763138,-105.0257434,75,"West Highland","Denver Public Library","<p>Colorful paper + sunlight!</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310003032,"3265 Federal Blvd",80211,"Denver",35215,0
"101","Soccer Clinic - Woodbury Branch","2018-06-21","2018-06-21",0,39.763138,-105.0257434,75,"West Highland","Denver Public Library","Our popular soccer clinic is back!",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,80310003032,"3265 Federal Blvd",80211,"Denver",35216,0
"102","Painting Outdoors - Woodbury Branch","2018-07-13","2018-07-13",0,39.763138,-105.0257434,75,"West Highland","Denver Public Library","Painting + Outdoors = FUN!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,80310003032,"3265 Federal Blvd",80211,"Denver",35229,0
"103","Solar Powered Cars - Woodbury Branch","2018-07-17","2018-07-17",0,39.763138,-105.0257434,75,"West Highland","Denver Public Library","STEM Program",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310003032,"3265 Federal Blvd",80211,"Denver",35230,0
"104","Parent/Tot Movement Class - Woodbury Branch","2018-07-11","2018-07-11",0,39.763138,-105.0257434,75,"West Highland","Denver Public Library","Dance to the sound of music",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80310003032,"3265 Federal Blvd",80211,"Denver",35227,0
"105","DIY Dry Erase Board - Woodbury Branch","2018-07-03","2018-07-03",0,39.763138,-105.0257434,75,"West Highland","Denver Public Library","Stay organized!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310003032,"3265 Federal Blvd",80211,"Denver",35223,0
"106","MARK STRIVINGS MAGIC SHOW - Woodbury Branch","2018-06-22","2018-06-22",0,39.763138,-105.0257434,75,"West Highland","Denver Public Library","<p>Magic Show</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,80310003032,"3265 Federal Blvd",80211,"Denver",35217,0
"107","Zine Making - Woodbury Branch","2018-06-12","2018-06-12",0,39.763138,-105.0257434,75,"West Highland","Denver Public Library","<p>Learn how to make a Zine and make buttons!</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310003032,"3265 Federal Blvd",80211,"Denver",35209,0
"108","Secret Spy Camp","2018-06-18","2018-06-22",190,39.7677841,-105.0152887,36,"Highland","Discovery Link Summer Camp - DPS Extended Learning and Community Schools ","Discovery Camp is a fee-based, weekly summer program that offers a variety of enriching themes and field trips at various school-based sites across Denver. /El Campamento Discovery is un programa de verano basada en tarifas que ofrece una variedad de temas enriquecedores y viajes escolares en varios sitios escolares de todo Denver. ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,80310004021,"3655 Wyandot St",80211,"Denver",32036,38
"109","Art Explosion","2018-06-25","2018-06-29",190,39.7677841,-105.0152887,36,"Highland","Discovery Link Summer Camp - DPS Extended Learning and Community Schools ","Discovery Camp is a fee-based, weekly summer program that offers a variety of enriching themes and field trips at various school-based sites across Denver. /El Campamento Discovery is un programa de verano basada en tarifas que ofrece una variedad de temas enriquecedores y viajes escolares en varios sitios escolares de todo Denver. ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,80310004021,"3655 Wyandot St",80211,"Denver",32037,38
"110","Hero Venture","2018-06-11","2018-06-15",190,39.7677841,-105.0152887,36,"Highland","Discovery Link Summer Camp - DPS Extended Learning and Community Schools ","Discovery Camp is a fee-based, weekly summer program that offers a variety of enriching themes and field trips at various school-based sites across Denver. /El Campamento Discovery is un programa de verano basada en tarifas que ofrece una variedad de temas enriquecedores y viajes escolares en varios sitios escolares de todo Denver. ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,80310004021,"3655 Wyandot St",80211,"Denver",32035,38
"111","Galaxy Far Away","2018-07-02","2018-07-06",152,39.7677841,-105.0152887,36,"Highland","Discovery Link Summer Camp - DPS Extended Learning and Community Schools ","Discovery Camp is a fee-based, weekly summer program that offers a variety of enriching themes and field trips at various school-based sites across Denver. /El Campamento Discovery is un programa de verano basada en tarifas que ofrece una variedad de temas enriquecedores y viajes escolares en varios sitios escolares de todo Denver. ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,80310004021,"3655 Wyandot St",80211,"Denver",32038,30.4
"112","Ooey Gooey Science","2018-07-30","2018-08-03",190,39.7677841,-105.0152887,36,"Highland","Discovery Link Summer Camp - DPS Extended Learning and Community Schools ","Discovery Camp is a fee-based, weekly summer program that offers a variety of enriching themes and field trips at various school-based sites across Denver. /El Campamento Discovery is un programa de verano basada en tarifas que ofrece una variedad de temas enriquecedores y viajes escolares en varios sitios escolares de todo Denver. ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,80310004021,"3655 Wyandot St",80211,"Denver",32042,38
"113","Around the World Adventure","2018-07-23","2018-07-27",190,39.7677841,-105.0152887,36,"Highland","Discovery Link Summer Camp - DPS Extended Learning and Community Schools ","Discovery Camp is a fee-based, weekly summer program that offers a variety of enriching themes and field trips at various school-based sites across Denver. /El Campamento Discovery is un programa de verano basada en tarifas que ofrece una variedad de temas enriquecedores y viajes escolares en varios sitios escolares de todo Denver. ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,80310004021,"3655 Wyandot St",80211,"Denver",32041,38
"114","Just Dive In!","2018-07-16","2018-07-20",190,39.7677841,-105.0152887,36,"Highland","Discovery Link Summer Camp - DPS Extended Learning and Community Schools ","Discovery Camp is a fee-based, weekly summer program that offers a variety of enriching themes and field trips at various school-based sites across Denver. /El Campamento Discovery is un programa de verano basada en tarifas que ofrece una variedad de temas enriquecedores y viajes escolares en varios sitios escolares de todo Denver. ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,80310004021,"3655 Wyandot St",80211,"Denver",32040,38
"115","Time out for Fun!","2018-07-09","2018-07-13",190,39.7677841,-105.0152887,36,"Highland","Discovery Link Summer Camp - DPS Extended Learning and Community Schools ","Discovery Camp is a fee-based, weekly summer program that offers a variety of enriching themes and field trips at various school-based sites across Denver. /El Campamento Discovery is un programa de verano basada en tarifas que ofrece una variedad de temas enriquecedores y viajes escolares en varios sitios escolares de todo Denver. ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,80310004021,"3655 Wyandot St",80211,"Denver",32039,38
"116","Mini-Movie Scary Movie","2018-06-18","2018-06-22",280,39.757865,-105.0191692,36,"Highland","Talk to the Camera","A great film making camp for kids 9-15 with Talk to the Camera at AEC Studios",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,80310004024,"2828 Speer Blvd. #103",80211,"Denver",33015,56
"117","Mini-Movie Comedy","2018-06-04","2018-06-08",230,39.757865,-105.0191692,36,"Highland","Talk to the Camera","A great film making camp for kids 8-15 with Talk to the Camera at AEC Studios",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,80310004024,"2828 Speer Blvd. #103",80211,"Denver",33011,46
"118","STARS","2018-06-06","2018-07-25",0,39.7611871,-105.0229228,36,"Highland","FRIENDS FIRST, Inc.","STARS is a peer mentoring program that is about learning life skills and building character. ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310004024,"2960 N Speer Blvd",80211,"Denver",33231,0
"119","Super Heroes & Villains Mini-Movie","2018-07-16","2018-07-20",230,39.757865,-105.0191692,36,"Highland","Talk to the Camera","A great film making camp for kids 8-15 with Talk to the Camera at AEC Studios",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,80310004024,"2828 Speer Blvd. #103",80211,"Denver",33021,46
"120","Galaxy Far Away","2018-06-18","2018-06-22",190,39.7591876,-105.0183931,36,"Highland","Discovery Link Summer Camp - DPS Extended Learning and Community Schools ","Discovery Camp is a fee-based, weekly summer program that offers a variety of enriching themes and field trips at various school-based sites across Denver. /El Campamento Discovery is un programa de verano basada en tarifas que ofrece una variedad de temas enriquecedores y viajes escolares en varios sitios escolares de todo Denver. ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,80310004024,"2525 W 29th Ave",80211,"Denver",32060,38
"121","Time out for Fun!","2018-06-25","2018-06-29",190,39.7591876,-105.0183931,36,"Highland","Discovery Link Summer Camp - DPS Extended Learning and Community Schools ","Discovery Camp is a fee-based, weekly summer program that offers a variety of enriching themes and field trips at various school-based sites across Denver. /El Campamento Discovery is un programa de verano basada en tarifas que ofrece una variedad de temas enriquecedores y viajes escolares en varios sitios escolares de todo Denver. ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,80310004024,"2525 W 29th Ave",80211,"Denver",32061,38
"122","Video Buzz ","2018-06-25","2018-06-29",230,39.757865,-105.0191692,36,"Highland","Talk to the Camera","A great video making camp for kids ages 6-13 with Talk to the Camera at AEC Studios",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,80310004024,"2828 Speer Blvd. #103",80211,"Denver",33017,46
"123","FULL DAY - News Broadcast & Video Buzz","2018-06-25","2018-06-29",400,39.757865,-105.0191692,36,"Highland","Talk to the Camera","A great FULL DAY video making camp for kids ages 6-13 with Talk to the Camera at AEC Studios",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,80310004024,"2828 Speer Blvd. #103",80211,"Denver",33018,80
"124","Action Video (with Guest Stuntman)","2018-07-09","2018-07-13",230,39.757865,-105.0191692,36,"Highland","Talk to the Camera","A great video making camp for kids interested in action, stunts and Parkour for kids ages 6-13 with Talk to the Camera at AEC Studios",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,80310004024,"2828 Speer Blvd. #103",80211,"Denver",33019,46
"125","Student Film Festival Contest - Group Entry","2018-07-30","2018-08-03",300,39.757865,-105.0191692,36,"Highland","Talk to the Camera","A great film making camp for kids 11-18 with Talk to the Camera at AEC Studios",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,80310004024,"2828 Speer Blvd. #103",80211,"Denver",33025,60
